Country;Age_Group;Gender;EmploymentType;JobType;InformalWorker;Informal_Work_Type;OtherJob;JobLoss;JobRegain;MonthlyIncome;MonthlyIncome Bracket;IncomeChange;ExpenseResponsibility;LengthSurvival;MoneyForExpenses;ConcernExpenses;Expense_Concern_Rating;MonthlyNeed;TopPriority;LowPriority;Aid;AidSource_Aid_Organisations;AidSource_Charities_Donations;AidSource_Friends_family;AidSource_Government;AidSource_Not sure;AidSource_Other;AidSource_Religious_Organizations;COVIDLoans;MobileMoneyActivity;MobileMoneyDeposit;GovernmentPriority;;
South Africa;36+;Male;Employed full time;Small business owner/employee;Yes;Transportation;N/A;No-I’m still able to work;N/A;5001- 10000;2;Decreased a lot;Yes;< a month;Savings;No change;1;5001-10000;Rent;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Reopening the economy;;
South Africa;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Other;More concerned;5;5001-10000;Rent;Other;Yes;No;No;No;Yes;No;No;No;No;Increased;No;Protecting people from COVID-19;;
South Africa;18-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
South Africa;18-25;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;No;No;No;No;Yes;No;No;No;Don't know;No;Protecting people from COVID-19;;
South Africa;26-35;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;1 month;Savings;Less concerned;1;40001-60000;Rent;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Don't know;No;Reopening the economy;;
South Africa;36+;Male;Employed full time;Other;Not sure;N/A;Rental chairs;Yes;Don't know;5001- 10000;2;No change;Yes;1 month;Other;More concerned;1;0-5000;School fees;Home Loan;Yes;No;No;No;Yes;No;No;No;No;Decreased;No;Other;;
South Africa;36+;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don't know;Savings;More concerned;5;0-5000;Rent;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Don't know;No;Reopening the economy;;
South Africa;26-35;Male;Employed full time;Other;Yes;Entertainment/art;Fine art;Yes;Don't know;5001- 10000;2;No change;Yes;Don't know;Savings;More concerned;4;10001-20000;Vehicle Loan;Other;Yes;No;No;No;No;No;Yes;No;No;Don't know;Yes;Reopening the economy;;
South Africa;18-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;No;Protecting people from COVID-19;;
South Africa;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don't know;Other;More concerned;4;5001-10000;Rent;Vehicle Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Reopening the economy;;
South Africa;18-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Savings;More concerned;5;5001-10000;Food;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
South Africa;36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;1 month;Other;No change;4;5001-10000;Food;Credit card;Yes;No;No;Yes;No;No;No;No;No;Increased;No;Reopening the economy;;
South Africa;26-35;Male;Other;N/A;;N/A;Music;Yes;No;10001-20000;3;Decreased a lot;Yes;< a month;Other;More concerned;5;5001-10000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Not sure;;
South Africa;36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don't know;Other;More concerned;5;5001-10000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
South Africa;36+;Male;Employed full time;Large business;No;N/A;N/A;No-I’m still able to work;N/A;5001- 10000;2;No change;Yes;Don't know;Salary/income;More concerned;5;5001-10000;Food;Medical account;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Don't know;No;Not sure;;
South Africa;18-25;Female;Employed part time;Large business;No;N/A;N/A;Yes;Yes;0-5000;1;Increased a bit;Yes;Don't know;Salary/income;More concerned;5;0-5000;Other;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Reopening the economy;;
South Africa;36+;Female;Self-employed;N/A;Yes;Seller;N/A;Yes;Yes;0-5000;1;Decreased a lot;Yes;Don't know;Loan/ Credit;More concerned;4;5001-10000;Rent;School fees;Yes;No;No;No;Yes;No;No;No;Yes;Decreased;Yes;Reopening the economy;;
South Africa;18-25;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Reopening the economy;;
South Africa;26-35;Female;Employed part time;Large business;No;N/A;N/A;No-I’m still able to work;N/A;0-5000;1;Decreased a lot;Yes;< a month;Loan/ Credit;More concerned;4;5001-10000;Food;School fees;Yes;No;No;No;Yes;No;No;No;No;Increased;No;Protecting people from COVID-19;;
South Africa;18-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Other;More concerned;5;0-5000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;No;Protecting people from COVID-19;;
South Africa;26-35;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Savings;No change;3;0-5000;Food;Vehicle Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
South Africa;36+;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Other;More concerned;5;0-5000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Don't know;Yes;Protecting people from COVID-19;;
South Africa;26-35;Female;Other;N/A;;N/A;Security officer;No-I’m still able to work;N/A;0-5000;1;Decreased a lot;Yes;< a month;Salary/income;More concerned;5;40001-60000;Food;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Increased;No;Protecting people from COVID-19;;
South Africa;36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;No;Reopening the economy;;
South Africa;18-25;Male;Employed part time;Other;Yes;Entrepreneur;General work;Yes;Don't know;0-5000;1;Decreased a lot;Yes;Don't know;Loan/ Credit;More concerned;5;0-5000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Protecting people from COVID-19;;
South Africa;26-35;Female;Self-employed;N/A;Yes;Seller;N/A;No-I’m still able to work;N/A;0-5000;1;Decreased a lot;Yes;< a month;Savings;More concerned;5;0-5000;School fees;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Reopening the economy;;
South Africa;36+;Female;Employed full time;Educator;No;N/A;N/A;No-I’m still able to work;N/A;0-5000;1;No change;Yes;< a month;Salary/income;No change;1;0-5000;Food;Medical account;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;No;Protecting people from COVID-19;;
South Africa;26-35;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don't know;Other;Less concerned;5;10001-20000;Other;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;No;Not sure;;
South Africa;36+;Male;Employed full time;Small business owner/employee;Yes;Seller;N/A;No-I’m still able to work;N/A;10001-20000;3;Decreased a lot;Yes;Don't know;Loan/ Credit;More concerned;5;5001-10000;Rent;Other;Yes;No;No;No;Yes;No;No;No;Yes;Stayed the same;Yes;Reopening the economy;;
South Africa;36+;Male;Employed full time;Small business owner/employee;Yes;Construction/mechanic/electrician;ENGINEER;Yes;Yes;20001- 40000;4;Decreased a lot;Yes;1 month;Savings;More concerned;5;20001-40000;Home Loan;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;Yes;Reopening the economy;;
South Africa;36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;5+ months;Savings;More concerned;5;40001-60000;Home Loan;Credit card;Yes;No;No;No;No;Yes;No;No;No;Don't know;No;Protecting people from COVID-19;;
South Africa;26-35;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;Yes;Protecting people from COVID-19;;
South Africa;26-35;Female;Employed part time;Educator;No;N/A;N/A;No-I’m still able to work;N/A;10001-20000;3;No change;Yes;< a month;Other;More concerned;5;5001-10000;School fees;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
South Africa;26-35;Male;Employed full time;Other;Yes;Security Officer;Security officer;No-I’m still able to work;N/A;0-5000;1;No change;Yes;5+ months;Salary/income;More concerned;5;5001-10000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;No;Reopening the economy;;
South Africa;36+;Female;Self-employed;N/A;Yes;Food service;N/A;Yes;Don't know;0-5000;1;Increased a bit;Yes;< a month;Other;More concerned;5;0-5000;Food;Home Loan;Yes;No;No;No;Yes;No;No;No;No;Decreased;No;Protecting people from COVID-19;;
South Africa;18-25;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Savings;More concerned;4;0-5000;Food;Other;Yes;No;No;No;Yes;No;No;No;No;Decreased;Yes;Protecting people from COVID-19;;
South Africa;26-35;Female;Self-employed;N/A;Yes;Transportation;N/A;Yes;Yes;0-5000;1;Decreased a lot;Yes;< a month;Savings;More concerned;3;0-5000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
South Africa;26-35;Female;Employed part time;Small business owner/employee;Yes;Food service;N/A;No-I’m still able to work;N/A;0-5000;1;Decreased a lot;Yes;2-4 months;Loan/ Credit;Less concerned;5;5001-10000;Rent;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Increased;Yes;Protecting people from COVID-19;;
South Africa;36+;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don't know;Other;More concerned;4;5001-10000;Food;Other;Yes;No;No;No;No;Yes;No;No;No;Don't know;Yes;Protecting people from COVID-19;;
South Africa;26-35;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;1 month;Savings;More concerned;5;5001-10000;Food;School fees;Yes;No;No;No;Yes;No;No;No;No;Decreased;No;Protecting people from COVID-19;;
South Africa;36+;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;No;Protecting people from COVID-19;;
South Africa;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Protecting people from COVID-19;;
South Africa;26-35;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;1 month;Savings;More concerned;4;5001-10000;Rent;Medical account;Yes;No;No;No;Yes;No;No;No;No;Decreased;No;Protecting people from COVID-19;;
South Africa;18-25;Male;Self-employed;N/A;Yes;Agriculture;N/A;No-I’m still able to work;N/A;0-5000;1;Decreased a lot;Yes;1 month;Loan/ Credit;More concerned;4;0-5000;Medical account;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;Yes;Protecting people from COVID-19;;
South Africa;18-25;Male;Employed full time;Large business;No;N/A;N/A;Yes;No;0-5000;1;Decreased a bit;Yes;< a month;Loan/ Credit;More concerned;5;5001-10000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;No;Reopening the economy;;
South Africa;18-25;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;1 month;Savings;No change;3;0-5000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;No;Protecting people from COVID-19;;
South Africa;36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Salary/income;More concerned;5;5001-10000;Medical account;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Reopening the economy;;
South Africa;36+;Female;Self-employed;N/A;Yes;Agriculture;N/A;No-I’m still able to work;N/A;0-5000;1;Decreased a bit;Yes;2-4 months;Savings;More concerned;5;5001-10000;School fees;Medical account;Yes;Yes;No;No;No;No;No;No;Yes;Decreased;No;Reopening the economy;;
South Africa;26-35;Female;Employed full time;Large business;No;N/A;N/A;No-I’m still able to work;N/A;10001-20000;3;No change;Yes;1 month;Salary/income;More concerned;3;5001-10000;Rent;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Increased;Yes;Reopening the economy;;
South Africa;18-25;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;No;No;No;Yes;No;No;No;No;Stayed the same;No;Reopening the economy;;
South Africa;36+;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Savings;More concerned;5;0-5000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Reopening the economy;;
South Africa;26-35;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Savings;Less concerned;1;0-5000;Rent;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
South Africa;36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Yes;No;No;No;No;No;No;No;Decreased;No;Protecting people from COVID-19;;
South Africa;26-35;Female;Employed part time;Other;Yes;Cleaner;CLEANER;Yes;Don't know;0-5000;1;Decreased a lot;Yes;1 month;Other;More concerned;1;0-5000;School fees;Food;Yes;No;Yes;No;No;No;No;No;No;Increased;Yes;Reopening the economy;;
South Africa;36+;Male;Employed full time;Other;Yes;Mining;Mining;No-I’m still able to work;N/A;10001-20000;3;Increased a bit;Yes;< a month;Salary/income;More concerned;5;10001-20000;Rent;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;No;Not sure;;
South Africa;26-35;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Savings;More concerned;5;0-5000;Home Loan;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Protecting people from COVID-19;;
South Africa;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Don't know;No;Protecting people from COVID-19;;
South Africa;18-25;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;1 month;Savings;More concerned;2;0-5000;School fees;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;No;Reopening the economy;;
South Africa;18-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Salary/income;More concerned;5;5001-10000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Don't know;No;Reopening the economy;;
South Africa;36+;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Loan/ Credit;Less concerned;5;0-5000;Rent;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;No;Protecting people from COVID-19;;
South Africa;26-35;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;1 month;Salary/income;More concerned;5;0-5000;Food;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;Yes;Protecting people from COVID-19;;
South Africa;36+;Male;Employed full time;Small business owner/employee;Not sure;Other;Consulting;Yes;Don't know;10001-20000;3;Decreased a lot;Yes;Don't know;Loan/ Credit;More concerned;5;5001-10000;Vehicle Loan;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Don't know;No;Protecting people from COVID-19;;
South Africa;26-35;Female;Employed full time;Large business;No;N/A;N/A;No-I’m still able to work;N/A;5001- 10000;2;No change;Yes;5+ months;Salary/income;More concerned;5;5001-10000;School fees;Vehicle Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Increased;No;Reopening the economy;;
South Africa;26-35;Female;Employed full time;Large business;No;N/A;N/A;No-I’m still able to work;N/A;0-5000;1;Decreased a bit;Yes;1 month;Savings;More concerned;5;5001-10000;Medical account;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Protecting people from COVID-19;;
South Africa;36+;Female;Employed full time;Small business owner/employee;Yes;Cleaner;N/A;Yes;No;0-5000;1;No change;Yes;Don't know;Loan/ Credit;More concerned;5;5001-10000;Home Loan;School fees;Yes;No;No;No;No;No;Yes;No;Yes;Increased;Yes;Protecting people from COVID-19;;
South Africa;36+;Male;Employed full time;Large business;No;N/A;N/A;No-I’m still able to work;N/A;5001- 10000;2;Decreased a bit;Yes;2-4 months;Savings;More concerned;3;0-5000;Home Loan;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Don't know;No;Reopening the economy;;
South Africa;36+;Female;Self-employed;N/A;Yes;Cleaner;N/A;Yes;Yes;0-5000;1;Decreased a lot;Yes;Don't know;Loan/ Credit;No change;5;5001-10000;Rent;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Reopening the economy;;
South Africa;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don't know;Other;No change;3;0-5000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Don't know;No;Protecting people from COVID-19;;
South Africa;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;No;No;Yes;No;No;No;No;No;Increased;Yes;Reopening the economy;;
South Africa;26-35;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Savings;No change;5;0-5000;School fees;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;No;Protecting people from COVID-19;;
South Africa;36+;Male;Employed full time;Large business;No;N/A;N/A;Yes;Don't know;0-5000;1;Decreased a lot;Yes;Don't know;Other;More concerned;5;0-5000;Food;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Not sure;;
South Africa;26-35;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
South Africa;26-35;Male;Self-employed;N/A;Yes;Other;Carpenter;No-I’m still able to work;N/A;0-5000;1;Decreased a lot;Yes;< a month;Loan/ Credit;More concerned;5;5001-10000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Reopening the economy;;
South Africa;26-35;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don't know;Salary/income;No change;1;0-5000;Food;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;No;Protecting people from COVID-19;;
South Africa;18-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
South Africa;18-25;Male;Employed full time;Large business;No;N/A;N/A;No-I’m still able to work;N/A;5001- 10000;2;No change;Yes;5+ months;Salary/income;More concerned;3;0-5000;Rent;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;Yes;Protecting people from COVID-19;;
South Africa;36+;Female;Employed full time;Healthcare;No;N/A;N/A;Yes;Yes;0-5000;1;No change;Yes;1 month;Savings;More concerned;3;5001-10000;Rent;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Increased;No;Protecting people from COVID-19;;
South Africa;26-35;Male;Employed full time;Government;No;N/A;N/A;Yes;Don't know;5001- 10000;2;Decreased a lot;Yes;1 month;Savings;More concerned;5;10001-20000;Rent;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;No;Reopening the economy;;
South Africa;36+;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Other;More concerned;5;0-5000;Food;Vehicle Loan;Yes;No;No;No;Yes;No;No;No;No;Stayed the same;No;Protecting people from COVID-19;;
South Africa;18-25;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;No;Reopening the economy;;
South Africa;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Don't know;No;Protecting people from COVID-19;;
South Africa;26-35;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Don't know;No;Protecting people from COVID-19;;
South Africa;18-25;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Reopening the economy;;
South Africa;36+;Female;Other;N/A;;N/A;Partly working, house wife, care giver, studying;Yes;Don't know;5001- 10000;2;Decreased a lot;Yes;Don't know;Other;No change;3;20001-40000;Other;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
South Africa;36+;Male;Employed full time;Large business;No;N/A;N/A;Yes;Yes;0-5000;1;Decreased a lot;Yes;1 month;Other;More concerned;4;5001-10000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
South Africa;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Other;No change;4;0-5000;School fees;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Reopening the economy;;
South Africa;18-25;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Don't know;No;Not sure;;
South Africa;26-35;Male;Self-employed;N/A;Yes;Seller;N/A;Yes;Don't know;0-5000;1;Decreased a lot;Yes;< a month;Other;More concerned;5;0-5000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Don't know;No;Not sure;;
South Africa;36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
South Africa;18-25;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don't know;Savings;No change;3;40001-60000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Don't know;No;Protecting people from COVID-19;;
South Africa;36+;Male;Employed full time;Large business;No;N/A;N/A;No-I’m still able to work;N/A;0-5000;1;No change;Yes;5+ months;Salary/income;More concerned;5;5001-10000;Other;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Reopening the economy;;
South Africa;18-25;Female;Employed full time;Large business;No;N/A;N/A;No-I’m still able to work;N/A;5001- 10000;2;Decreased a lot;Yes;< a month;Salary/income;More concerned;5;5001-10000;Rent;Medical account;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Reopening the economy;;
South Africa;26-35;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;5+ months;Other;More concerned;5;0-5000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Protecting people from COVID-19;;
South Africa;26-35;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Other;More concerned;5;5001-10000;Food;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;No;Protecting people from COVID-19;;
South Africa;36+;Male;Employed full time;Large business;No;N/A;N/A;Yes;Yes;10001-20000;3;Decreased a lot;Yes;< a month;Loan/ Credit;More concerned;5;5001-10000;Rent;Vehicle Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;No;Reopening the economy;;
South Africa;36+;Male;Employed full time;Large business;No;N/A;N/A;No-I’m still able to work;N/A;10001-20000;3;Decreased a bit;Yes;5+ months;Salary/income;No change;2;10001-20000;Home Loan;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;Yes;Reopening the economy;;
South Africa;18-25;Male;Employed part time;Educator;No;N/A;N/A;Yes;Don't know;0-5000;1;Decreased a lot;Yes;< a month;Savings;More concerned;5;0-5000;Rent;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
South Africa;36+;Female;Other;N/A;;N/A;Pensioner;No-I’m still able to work;N/A;60001+;6;No change;Yes;5+ months;Other;No change;5;60001+;Credit card;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Reopening the economy;;
South Africa;36+;Male;Employed part time;Educator;No;N/A;N/A;No-I’m still able to work;N/A;0-5000;1;Decreased a lot;Yes;Don't know;Savings;More concerned;3;5001-10000;Other;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Don't know;No;Protecting people from COVID-19;;
South Africa;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Salary/income;More concerned;1;0-5000;Food;Other;Yes;Yes;No;No;No;No;No;No;Yes;Decreased;No;Protecting people from COVID-19;;
